,Reaction 1,Reaction2
883,HMR_2848,HMR_2633
884,HMR_2602,HMR_3635
885,HMR_2620,HMR_3635
886,HMR_3628,HMR_2633
887,HMR_2324,HMR_0337
888,HMR_3554,HMR_2328
889,HMR_2491,RE3122R
890,HMR_2633,HMR_2798
891,HMR_10038,HMR_2633
892,HMR_2927,HMR_2328
893,HMR_2623,HMR_0213
894,HMR_2633,HMR_2699
895,RE3171R,HMR_2518
896,HMR_2328,HMR_3564
897,RE3162R,HMR_2430
898,HMR_0357,HMR_2633
899,HMR_3636,HMR_2633
900,HMR_2633,HMR_2669
901,HMR_0341,HMR_2633
902,HMR_2771,HMR_2633
903,HMR_3565,HMR_2633
904,HMR_3576,HMR_2633
905,HMR_3568,HMR_2633
906,HMR_2633,HMR_3585
907,LNSTLSr,HMR_1465
908,HMR_2633,HMR_3547
909,HMR_2633,HMR_3551
910,HMR_2324,HMR_0389
911,HMR_2736,HMR_2633
912,HMR_2633,HMR_0337
913,HMR_2633,HMR_2648
914,HMR_0373,HMR_2324
915,HMR_3681,HMR_2633
916,HMR_2633,HMR_2929
917,HMR_2633,HMR_3672
918,HMR_2915,HMR_2633
919,HMR_3667,HMR_2633
920,HMR_2800,HMR_2633
921,HMR_2599,HMR_2489
922,HMR_2633,HMR_3666
923,HMR_2475,RE3110R
924,RE3226R,HMR_2633
925,HMR_0309,HMR_2633
926,HMR_2926,HMR_2633
927,HMR_2599,HMR_2430
928,HMR_2328,HMR_0209
929,HMR_0279,HMR_2633
930,HMR_2633,HMR_0313
931,HMR_3540,HMR_2633
932,HMR_2328,HMR_2771
933,HMR_2633,HMR_3647
934,HMR_3030,RE3147R
935,RE3235R,HMR_2633
936,HMR_2733,HMR_2633
937,HMR_2328,HMR_2846
938,HMR_2486,HMR_2599
939,HMR_2785,HMR_2317
940,HMR_0429,HMR_2633
941,HMR_2633,HMR_3575
942,HMR_2633,HMR_2742
943,HMR_2328,HMR_0377
944,HMR_2792,HMR_2633
945,HMR_3592,HMR_2633
946,HMR_3583,HMR_2633
947,HMR_2633,HMR_0417
948,HMR_3667,HMR_2326
949,HMR_3635,HMR_2326
950,HMR_3678,HMR_2633
951,HMR_3577,HMR_2633
952,HMR_3548,HMR_2633
953,HMR_2633,HMR_3633
954,HMR_0188,HMR_2633
955,HMR_3663,HMR_2633
956,HMR_2742,HMR_2430
957,HMR_2620,HMR_3679
958,HMR_2633,HMR_3596
959,HMR_0241,HMR_2633
960,HMR_0341,HMR_2324
961,HMR_2307,RE3228R
962,HMR_2328,HMR_0204
963,HMR_2633,HMR_3645
964,HMR_2834,HMR_2633
965,HMR_2633,HMR_0283
966,HMR_3030,HMR_2897
967,RE3171R,HMR_2515
968,HMR_2633,HMR_2903
969,HMR_2611,HMR_2633
970,RE3164R,HMR_2430
971,HMR_0245,HMR_2633
972,HMR_2307,RE3224R
973,HMR_3670,HMR_2633
974,HMR_2762,HMR_2633
975,HMR_2328,HMR_2812
976,HMR_2328,HMR_0345
977,HMR_3227,C161CPT22
978,HMR_3542,HMR_2633
979,HMR_2633,HMR_3655
980,HMR_2328,HMR_3641
981,HMR_3555,HMR_2633
982,HMR_2248,HMR_3184
983,HMR_2633,HMR_0389
984,HMR_2633,HMR_0209
985,HMR_2633,HMR_0213
986,HMR_2894,HMR_2328
987,HMR_2307,HMR_2599
988,HMR_2633,HMR_0293
989,HMR_3030,HMR_2759
990,HMR_3590,HMR_2633
991,HMR_2882,HMR_2430
992,HMR_2328,HMR_3669
993,HMR_3641,HMR_2324
994,RE3171R,HMR_2516
995,HMR_2633,HMR_3578
996,HMR_2633,HMR_3659
997,HMR_2633,HMR_0271
998,HMR_2599,HMR_2423
999,HMR_2633,HMR_2796
1000,HMR_3681,HMR_2324
1001,RE3161R,HMR_2430
1002,RE3172R,HMR_2516
1003,HMR_2328,HMR_0421
1004,HMR_2633,HMR_2824
1005,RE3228R,HMR_2305
1006,HMR_2328,HMR_3661
1007,HMR_3590,HMR_2324
1008,HMR_2295,HMR_2191
1009,HMR_2328,HMR_2915
1010,HMR_2785,HMR_2305
1011,HMR_2785,HMR_2428
1012,HMR_2602,HMR_3637
1013,HMR_2620,HMR_3637
1014,HMR_2328,HMR_2920
1015,HMR_2923,HMR_2633
1016,HMR_2324,HMR_3633
1017,RE3234R,HMR_2633
1018,HMR_3653,HMR_2633
1019,HMR_3638,HMR_2633
1020,HMR_2326,HMR_3625
1021,RE3231R,HMR_2317
1022,HMR_2908,HMR_2633
1023,HMR_2633,HMR_3573
1024,RE3170R,HMR_2518
1025,HMR_2324,HMR_0353
1026,HMR_2328,HMR_0301
1027,HMR_2328,HMR_3589
1028,HMR_2672,HMR_2328
1029,HMR_1473,r0781
1030,HMR_2605,HMR_2324
1031,HMR_2326,HMR_3637
1032,HMR_2328,HMR_0293
1033,HMR_2874,HMR_2633
1034,HMR_3254,HMR_2282
1035,HMR_2282,HMR_2618
1036,HMR_3256,HMR_2282
1037,HMR_2620,HMR_3669
1038,HMR_2326,HMR_3669
1039,HMR_2321,RE3230R
1040,HMR_2602,HMR_3682
1041,HMR_3682,HMR_2620
1042,HMR_2633,HMR_3657
1043,HMR_2328,HMR_0309
1044,HMR_3664,HMR_2620
1045,HMR_3661,HMR_2620
1046,HMR_3582,HMR_2620
1047,HMR_2899,HMR_2620
1048,HMR_3662,HMR_2620
1049,RE3235R,HMR_2620
1050,HMR_3671,HMR_2620
1051,HMR_2856,HMR_2620
1052,HMR_3652,HMR_2326
1053,HMR_0589,PETOHMm_hs
1054,HMR_2522,HMR_2395
1055,HMR_3554,HMR_2324
1056,HMR_2328,HMR_0275
1057,HMR_2806,HMR_2633
1058,HMR_2599,HMR_2317
1059,HMR_2328,HMR_0337
1060,HMR_2785,HMR_2309
1061,HMR_2324,HMR_3645
1062,HMR_2328,HMR_3647
1063,HMR_2785,HMR_2602
1064,HMR_3661,HMR_2633
1065,HMR_2526,HMR_2599
1066,HMR_2328,HMR_3538
1067,HMR_2328,HMR_0283
1068,RE3226R,HMR_2620
1069,RE3234R,HMR_2620
1070,HMR_2620,HMR_3672
1071,HMR_2620,HMR_2834
1072,HMR_3643,HMR_2620
1073,HMR_2832,HMR_2620
1074,HMR_2620,HMR_3653
1075,HMR_2620,HMR_2830
1076,HMR_2620,HMR_3683
1077,HMR_3553,HMR_2620
1078,HMR_2620,HMR_3580
1079,HMR_3592,HMR_2620
1080,HMR_2620,HMR_3557
1081,HMR_2620,HMR_3546
1082,HMR_3542,HMR_2620
1083,HMR_3563,HMR_2620
1084,HMR_3579,HMR_2620
1085,HMR_2620,HMR_3591
1086,HMR_3562,HMR_2620
1087,HMR_2620,HMR_3550
1088,HMR_3566,HMR_2620
1089,HMR_2620,HMR_3539
1090,HMR_2794,HMR_2620
1091,HMR_2620,HMR_2814
1092,HMR_2620,HMR_2790
1093,HMR_2620,HMR_3594
1094,HMR_2620,HMR_3559
1095,HMR_3576,HMR_2620
1096,HMR_2620,HMR_0233
1097,HMR_2620,HMR_0417
1098,HMR_2917,HMR_2620
1099,HMR_2620,HMR_3549
1100,HMR_2908,HMR_2620
1101,HMR_2620,HMR_2903
1102,HMR_3658,HMR_2620
1103,HMR_2620,HMR_0313
1104,HMR_2620,HMR_2930
1105,HMR_2923,HMR_2620
1106,HMR_2816,HMR_2620
1107,HMR_2771,HMR_2620
1108,HMR_2620,HMR_0369
1109,HMR_2620,HMR_0413
1110,HMR_2620,HMR_2911
1111,HMR_2620,HMR_3569
1112,HMR_2915,HMR_2620
1113,HMR_2620,HMR_0293
1114,HMR_2620,HMR_2838
1115,HMR_2620,HMR_0319
1116,HMR_2906,HMR_2620
1117,HMR_2918,HMR_2620
1118,HMR_3558,HMR_2620
1119,HMR_2620,HMR_0323
1120,HMR_2836,HMR_2620
1121,HMR_2921,HMR_2620
1122,HMR_2620,HMR_0327
1123,HMR_2844,HMR_2620
1124,HMR_2620,HMR_3596
1125,HMR_0305,HMR_2620
1126,HMR_2620,HMR_0275
1127,HMR_2620,HMR_0255
1128,HMR_3673,HMR_2633
1129,HMR_2620,HMR_3647
1130,HMR_2894,HMR_2620
1131,HMR_3252,HMR_2282
1132,HMR_3654,HMR_2620
1133,HMR_0357,HMR_2620
1134,HMR_2620,HMR_3642
1135,HMR_2620,HMR_3575
1136,HMR_2785,HMR_2426
1137,HMR_2633,HMR_3539
1138,HMR_2866,HMR_2620
1139,HMR_3673,HMR_2330
1140,HMR_0196,HMR_2620
1141,HMR_3664,HMR_2633
1142,HMR_3581,HMR_2620
1143,HMR_0200,HMR_2620
1144,HMR_2620,HMR_2648
1145,HMR_2620,HMR_3665
1146,HMR_2620,HMR_3666
1147,HMR_2620,HMR_2708
1148,HMR_2620,HMR_3639
1149,HMR_3556,HMR_2633
1150,HMR_0279,HMR_2620
1151,HMR_2475,HMR_2599
1152,HMR_3638,HMR_2330
1153,HMR_3564,HMR_2620
1154,HMR_2620,HMR_3571
1155,HMR_2620,HMR_0381
1156,HMR_2328,HMR_0433
1157,HMR_10037,HMR_2633
1158,HMR_2848,HMR_2620
1159,HMR_2924,HMR_2620
1160,HMR_2620,HMR_3540
1161,HMR_2620,HMR_3585
1162,HMR_2330,HMR_0323
1163,HMR_2330,HMR_0381
1164,HMR_2330,HMR_2929
1165,HMR_2620,HMR_3640
1166,HMR_2927,HMR_2330
1167,HMR_2611,HMR_2330
1168,HMR_3579,HMR_2330
1169,HMR_0341,HMR_2330
1170,HMR_3565,HMR_2330
1171,HMR_2330,HMR_3637
1172,HMR_2330,HMR_3666
1173,HMR_2330,HMR_2834
1174,HMR_2330,HMR_2702
1175,HMR_3561,HMR_2330
1176,HMR_0425,HMR_2330
1177,HMR_2330,HMR_3656
1178,HMR_3568,HMR_2330
1179,HMR_0279,HMR_2330
1180,HMR_2918,HMR_2330
1181,HMR_2330,HMR_0353
1182,HMR_2330,HMR_2903
1183,HMR_2330,HMR_3546
1184,HMR_2330,RE3236R
1185,HMR_2330,HMR_3587
1186,HMR_3548,HMR_2330
1187,HMR_2330,HMR_3585
1188,HMR_2852,HMR_2330
1189,HMR_2330,HMR_0241
1190,HMR_3582,HMR_2330
1191,HMR_2844,HMR_2330
1192,HMR_2620,HMR_3632
1193,HMR_0196,HMR_2324
1194,HMR_2846,HMR_2620
1195,HMR_2620,HMR_2824
1196,HMR_2330,HMR_2859
1197,HMR_3548,HMR_2620
1198,HMR_2620,HMR_2796
1199,HMR_2927,HMR_2620
1200,HMR_2633,HMR_3557
1201,HMR_0279,HMR_2328
1202,HMR_2620,HMR_3675
1203,HMR_2794,HMR_2633
1204,HMR_2330,HMR_3630
1205,HMR_2330,HMR_3625
1206,HMR_2330,HMR_3668
1207,HMR_3628,HMR_2330
1208,HMR_2328,HMR_3665
1209,HMR_3567,HMR_2620
1210,HMR_2633,HMR_2842
1211,HMR_3678,HMR_2620
1212,HMR_2806,HMR_2620
1213,HMR_3541,HMR_2620
1214,HMR_2330,HMR_3586
1215,HMR_2330,HMR_3632
1216,HMR_3649,HMR_2330
1217,HMR_0425,HMR_2620
1218,HMR_3577,HMR_2330
1219,HMR_3678,HMR_2330
1220,HMR_2927,HMR_2633
1221,HMR_0196,HMR_2330
1222,HMR_3680,HMR_2330
1223,HMR_2330,HMR_3657
1224,HMR_2602,HMR_3652
1225,HMR_2620,HMR_3663
1226,HMR_3570,HMR_2620
1227,HMR_10038,HMR_2330
1228,HMR_2620,HMR_2687
1229,HMR_2330,HMR_2620
1230,HMR_2328,HMR_3666
1231,HMR_2330,HMR_0301
1232,HMR_2330,HMR_2788
1233,HMR_2330,HMR_3550
1234,HMR_2330,HMR_2920
1235,HMR_2620,HMR_3543
1236,HMR_2633,HMR_0233
1237,HMR_2611,HMR_2620
1238,HMR_3541,HMR_2330
1239,RE3235R,HMR_2330
1240,HMR_2330,HMR_3674
1241,HMR_2330,HMR_3647
1242,HMR_3565,HMR_2620
1243,HMR_2330,HMR_3578
1244,HMR_3568,HMR_2620
1245,HMR_0289,HMR_2330
1246,HMR_0365,HMR_2330
1247,HMR_2330,HMR_2814
1248,HMR_2620,HMR_0204
1249,HMR_0373,HMR_2330
1250,HMR_2330,HMR_3679
1251,HMR_3658,HMR_2330
1252,HMR_2620,HMR_3555
1253,HMR_2330,HMR_3573
1254,HMR_2330,HMR_3560
1255,HMR_2330,HMR_3672
1256,HMR_0289,HMR_2620
1257,HMR_2330,HMR_3639
1258,HMR_2328,HMR_3595
1259,HMR_2620,HMR_0271
1260,HMR_3568,HMR_2328
1261,HMR_2816,HMR_2330
1262,HMR_2924,HMR_2330
1263,HMR_2623,HMR_2330
1264,HMR_3552,HMR_2620
1265,HMR_3631,HMR_2326
1266,HMR_3556,HMR_2620
1267,HMR_2330,HMR_3633
1268,HMR_2620,HMR_2909
1269,HMR_2620,HMR_10037
1270,HMR_3554,HMR_2620
1271,HMR_2330,HMR_3631
1272,HMR_2330,HMR_3644
1273,HMR_2792,HMR_2330
1274,HMR_2330,HMR_3626
1275,HMR_2866,HMR_2330
1276,HMR_3590,HMR_2330
1277,HMR_2836,HMR_2330
1278,HMR_2620,HMR_2798
1279,HMR_2620,HMR_3631
1280,HMR_3542,HMR_2330
1281,HMR_2848,HMR_2330
1282,HMR_2330,HMR_3591
1283,HMR_2391,HMR_2730
1284,HMR_3641,HMR_2330
1285,HMR_2330,HMR_2648
1286,HMR_2917,HMR_2330
1287,HMR_3566,HMR_2330
1288,HMR_0357,HMR_2330
1289,HMR_2620,HMR_0297
1290,HMR_2874,HMR_2620
1291,HMR_2602,HMR_3631
1292,HMR_2330,HMR_0297
1293,HMR_2328,HMR_3656
1294,HMR_2771,HMR_2330
1295,HMR_2330,HMR_3653
1296,HMR_2620,HMR_0385
1297,HMR_3564,HMR_2330
1298,HMR_2282,HMR_3250
1299,HMR_2620,HMR_2842
1300,HMR_2800,HMR_2620
1301,HMR_3682,HMR_2633
1302,HMR_0241,HMR_2620
1303,HMR_2330,HMR_3547
1304,HMR_2330,HMR_3636
1305,HMR_2330,HMR_0305
1306,HMR_2906,HMR_2633
1307,HMR_2330,HMR_2733
1308,HMR_0345,HMR_2620
1309,HMR_0245,HMR_2620
1310,HMR_3650,HMR_2330
1311,HMR_2330,HMR_0413
1312,HMR_2330,HMR_3596
1313,HMR_2620,HMR_3660
1314,HMR_2620,HMR_3633
1315,HMR_2330,HMR_2798
1316,HMR_2330,HMR_3652
1317,HMR_2620,HMR_3652
1318,HMR_10038,HMR_2620
1319,HMR_2330,HMR_3677
1320,HMR_2309,RE3227R
1321,HMR_3667,HMR_2330
1322,HMR_2599,HMR_2480
1323,HMR_2330,HMR_0283
1324,HMR_3570,HMR_2330
1325,HMR_0309,HMR_2620
1326,HMR_2800,HMR_2330
1327,HMR_3562,HMR_2330
1328,HMR_2620,HMR_2882
1329,HMR_2620,HMR_3681
1330,HMR_2330,HMR_3642
1331,HMR_2774,HMR_2330
1332,HMR_2620,HMR_2850
1333,HMR_2672,HMR_2620
1334,HMR_0393,HMR_2620
1335,HMR_3078,r1252
1336,HMR_2330,HMR_0255
1337,HMR_3641,HMR_2620
1338,HMR_2330,HMR_3648
1339,HMR_3629,HMR_2330
1340,HMR_2330,HMR_3635
1341,HMR_2330,HMR_0389
1342,HMR_2620,HMR_2702
1343,HMR_2330,HMR_10037
1344,RE3227R,HMR_2311
1345,HMR_2330,HMR_0213
1346,HMR_2330,HMR_3665
1347,HMR_2620,HMR_2599
1348,HMR_2330,HMR_0259
1349,HMR_2330,HMR_2705
1350,HMR_3627,HMR_2330
1351,HMR_2330,HMR_3549
1352,HMR_3556,HMR_2330
1353,HMR_2611,HMR_2324
1354,HMR_2330,HMR_2882
1355,HMR_2620,HMR_3595
1356,HMR_2620,HMR_3636
1357,HMR_2330,HMR_3675
1358,HMR_2633,HMR_2790
1359,HMR_3561,HMR_2620
1360,HMR_2307,RE3227R
1361,HMR_2620,HMR_2929
1362,HMR_2614,HMR_2330
1363,HMR_3592,HMR_2330
1364,RE3119R,HMR_2489
1365,HMR_2330,HMR_3646
1366,HMR_3538,HMR_2620
1367,HMR_2330,HMR_0417
1368,HMR_0429,HMR_2620
1369,HMR_0433,HMR_2330
1370,HMR_2330,HMR_3595
1371,HMR_3581,HMR_2330
1372,HMR_2330,HMR_2742
1373,HMR_2330,HMR_3543
1374,HMR_2899,HMR_2330
1375,HMR_2330,HMR_3681
1376,HMR_2330,HMR_2708
1377,HMR_2328,HMR_3631
1378,HMR_2330,HMR_3640
1379,HMR_3588,HMR_2620
1380,HMR_2620,HMR_2932
1381,HMR_3030,HMR_2391
1382,HMR_3574,HMR_2330
1383,HMR_2620,HMR_3587
1384,HMR_2762,HMR_2620
1385,HMR_2330,HMR_3559
1386,HMR_2620,HMR_3560
1387,HMR_2330,HMR_2830
1388,RE3234R,HMR_2330
1389,HMR_2330,HMR_0271
1390,HMR_2391,HMR_2870
1391,HMR_2620,HMR_0353
1392,RE3226R,HMR_2330
1393,HMR_2626,HMR_2803
1394,HMR_3671,HMR_2330
1395,HMR_3552,HMR_2330
1396,HMR_3643,HMR_2330
1397,HMR_2908,HMR_2330
1398,HMR_2915,HMR_2330
1399,HMR_2620,HMR_0209
1400,HMR_2330,HMR_0421
1401,HMR_2620,HMR_3547
1402,HMR_2736,HMR_2324
1403,HMR_3590,HMR_2620
1404,HMR_2620,HMR_2742
1405,HMR_0377,HMR_2330
1406,HMR_3673,HMR_2620
1407,HMR_3664,HMR_2330
1408,HMR_3650,HMR_2620
1409,HMR_2633,HMR_3543
1410,HMR_3682,HMR_2330
1411,HMR_2328,HMR_0327
1412,HMR_3661,HMR_2330
1413,HMR_2620,HMR_2733
1414,HMR_0345,HMR_2330
1415,HMR_2620,HMR_3674
1416,HMR_2620,HMR_3572
1417,HMR_0259,HMR_2633
1418,HMR_2330,HMR_3655
1419,HMR_2330,HMR_2824
1420,HMR_2330,HMR_0233
1421,HMR_2330,HMR_3683
1422,HMR_2924,HMR_2633
1423,HMR_2602,HMR_3659
1424,HMR_2906,HMR_2330
1425,HMR_2330,HMR_0209
1426,HMR_2305,RE3227R
1427,HMR_3563,HMR_2330
1428,GRTTx,HMR_1460
1429,HMR_3629,HMR_2620
1430,HMR_2330,HMR_2842
1431,HMR_2324,HMR_3647
1432,HMR_2330,HMR_0337
1433,HMR_2620,HMR_3630
1434,HMR_0437,HMR_2330
1435,HMR_3651,HMR_2620
1436,HMR_2806,HMR_2330
1437,HMR_2330,HMR_0204
1438,HMR_2480,RE3110R
1439,HMR_2330,HMR_0293
1440,HMR_3553,HMR_2330
1441,HMR_3662,HMR_2330
1442,HMR_2330,HMR_2790
1443,HMR_3670,HMR_2330
1444,HMR_2620,HMR_2699
1445,HMR_0401,HMR_2620
1446,HMR_2620,HMR_3578
1447,RE3228R,HMR_2309
1448,HMR_2330,HMR_3583
1449,HMR_3584,HMR_2330
1450,HMR_2330,HMR_3580
1451,HMR_2330,HMR_3571
1452,HMR_0433,HMR_2620
1453,HMR_2330,HMR_0313
1454,HMR_2762,HMR_2330
1455,HMR_2330,HMR_2796
1456,HMR_3651,HMR_2330
1457,HMR_2330,HMR_2669
1458,HMR_2736,HMR_2620
1459,HMR_2785,HMR_2633
1460,HMR_2324,HMR_0413
1461,HMR_2326,HMR_3679
1462,HMR_2921,HMR_2330
1463,HMR_2620,HMR_2651
1464,HMR_3544,HMR_2620
1465,HMR_0200,HMR_2330
1466,HMR_2923,HMR_2330
1467,HMR_3554,HMR_2633
1468,HMR_3593,HMR_2330
1469,HMR_2330,HMR_0327
1470,HMR_2620,HMR_3645
1471,HMR_2330,HMR_3645
1472,HMR_2330,HMR_0369
1473,HMR_2733,HMR_2324
1474,HMR_0437,HMR_2324
1475,HMR_2792,HMR_2620
1476,HMR_2846,HMR_2330
1477,HMR_2324,HMR_3626
1478,RE3162R,HMR_2423
1479,HMR_2874,HMR_2330
1480,HMR_2426,HMR_2599
1481,HMR_3627,HMR_2620
1482,HMR_2328,HMR_2911
1483,HMR_2330,HMR_2651
1484,HMR_2328,HMR_0271
1485,HMR_2330,HMR_0385
1486,HMR_2330,HMR_3569
1487,HMR_2328,HMR_3574
1488,HMR_2330,HMR_0275
1489,HMR_2785,HMR_2423
1490,HMR_2693,HMR_2330
1491,HMR_2693,HMR_2620
1492,HMR_2620,HMR_2920
1493,HMR_3030,r1252
1494,HMR_3574,HMR_2620
1495,HMR_2330,HMR_2838
1496,HMR_2330,HMR_3669
1497,HMR_2330,HMR_0401
1498,HMR_2872,HMR_2620
1499,HMR_3552,HMR_2324
1500,RE3230R,HMR_2317
1501,HMR_2872,HMR_2330
1502,HMR_1467,LNSTLSr
1503,HMR_2736,HMR_2330
1504,HMR_3567,HMR_2330
1505,HMR_0188,HMR_2620
1506,HMR_0373,HMR_2620
1507,HMR_3588,HMR_2330
1508,HMR_0259,HMR_2620
1509,HMR_2330,HMR_2699
1510,HMR_2832,HMR_2330
1511,HMR_3593,HMR_2620
1512,HMR_2620,HMR_3583
1513,HMR_2620,HMR_3655
1514,HMR_2620,HMR_3668
1515,HMR_2856,HMR_2330
1516,HMR_0421,HMR_2620
1517,HMR_2605,HMR_2330
1518,HMR_2330,HMR_3659
1519,HMR_4121,HMR_3982
1520,HMR_2852,HMR_2620
1521,HMR_2620,HMR_2822
1522,HMR_2602,HMR_3669
1523,RE3112R,HMR_2480
1524,HMR_2330,HMR_3540
1525,HMR_2330,HMR_3551
1526,HMR_2620,HMR_3656
1527,HMR_2620,HMR_3551
1528,HMR_2324,HMR_2705
1529,HMR_2762,HMR_2324
1530,HMR_2328,HMR_3584
1531,HMR_2330,HMR_0319
1532,HMR_2330,HMR_2687
1533,HMR_2475,RE3106R
1534,HMR_2620,HMR_3573
1535,HMR_2330,HMR_2909
1536,HMR_3558,HMR_2330
1537,HMR_3654,HMR_2330
1538,HMR_3554,HMR_2330
1539,HMR_2894,HMR_2330
1540,HMR_2309,HMR_2599
1541,HMR_2330,HMR_2850
1542,HMR_2633,HMR_2687
1543,HMR_2387,HMR_2870
1544,HMR_2324,HMR_3639
1545,HMR_0279,HMR_2324
1546,HMR_2491,RE3119R
1547,HMR_0393,HMR_2324
1548,HMR_3667,HMR_2602
1549,HMR_2852,HMR_2324
1550,HMR_2326,HMR_2824
1551,HMR_2419,RE3166R
1552,HMR_2330,HMR_2911
1553,HMR_3635,HMR_2633
1554,HMR_2330,HMR_3539
1555,HMR_2620,HMR_0337
1556,RE3169R,HMR_2520
1557,HMR_2328,HMR_2599
1558,HMR_0188,HMR_2324
1559,HMR_2520,RE3170R
1560,HMR_2520,HMR_2599
1561,HMR_2480,RE3106R
1562,HMR_3538,HMR_2330
1563,HMR_2620,HMR_3657
1564,HMR_2620,HMR_0301
1565,HMR_2330,HMR_3557
1566,HMR_2319,HMR_2599
1567,RE3231R,HMR_2319
1568,HMR_2599,HMR_2419
1569,RE3167R,HMR_2419
1570,HMR_3682,HMR_2326
1571,HMR_2524,HMR_2395
1572,HMR_0331,HMR_2620
1573,HMR_2328,HMR_2859
1574,HMR_2330,HMR_3555
1575,HMR_3576,HMR_2330
1576,HMR_2866,HMR_2633
1577,HMR_2330,HMR_2930
1578,HMR_2324,HMR_2699
1579,HMR_2921,HMR_2633
1580,HMR_0437,HMR_2620
1581,HMR_2520,RE3171R
1582,HMR_2415,RE3166R
1583,HMR_2785,HMR_2518
1584,HMR_3676,HMR_2326
1585,HMR_2846,HMR_2633
1586,HMR_2602,HMR_3626
1587,HMR_2524,HMR_2397
1588,HMR_0289,HMR_2328
1589,HMR_2330,HMR_2690
1590,HMR_3682,HMR_2324
1591,HMR_2328,HMR_3649
1592,FAOXC180,HMR_3116
1593,HMR_2486,RE3119R
1594,HMR_3544,HMR_2330
1595,HMR_2421,RE3166R
1596,RE3167R,HMR_2421
1597,HMR_2620,HMR_2669
1598,HMR_2330,HMR_2812
1599,HMR_2926,HMR_2620
1600,HMR_2785,HMR_2478
1601,HMR_2330,HMR_3663
1602,HMR_3676,HMR_2324
1603,HMR_2328,RE3226R
1604,RE3168R,HMR_2421
1605,HMR_3117,FAOXC180
1606,HMR_2633,HMR_3677
1607,RE3232R,HMR_2319
1608,HMR_2491,RE3120R
1609,HMR_2620,HMR_3646
1610,HMR_2330,HMR_2932
1611,HMR_3676,HMR_2602
1612,HMR_2788,HMR_2633
1613,HMR_2248,HMR_3182
1614,HMR_0309,HMR_2330
1615,RE3225R,HMR_2319
1616,HMR_3638,HMR_2620
1617,HMR_3676,HMR_2620
1618,HMR_2520,RE3172R
1619,HMR_3030,HMR_2387
1620,HMR_2324,HMR_3586
1621,HMR_2620,HMR_3626
1622,HMR_3123,FAOXC16C14m
1623,HMR_3667,HMR_2328
1624,HMR_2326,HMR_3646
1625,HMR_2526,RE3176R
1626,HMR_3676,HMR_2328
1627,HMR_0365,HMR_2620
1628,HMR_3577,HMR_2324
1629,HMR_2328,HMR_3639
1630,HMR_3125,FAOXC16C14m
1631,HMR_3658,HMR_2328
1632,HMR_2330,HMR_2599
1633,RE3112R,HMR_2482
1634,HMR_2330,HMR_3572
1635,HMR_0196,HMR_2633
1636,HMR_2324,HMR_3646
1637,RE3168R,HMR_2419
1638,HMR_2328,HMR_3560
1639,RE3230R,HMR_2319
1640,HMR_2771,HMR_2324
1641,HMR_2620,RE3236R
1642,RE3165R,HMR_2421
1643,HMR_2620,HMR_0283
1644,HMR_2328,HMR_2929
1645,HMR_2602,HMR_2824
1646,HMR_2522,HMR_2397
1647,HMR_2794,HMR_2330
1648,HMR_0245,HMR_2330
1649,HMR_2774,HMR_2324
1650,HMR_0373,HMR_2328
1651,HMR_2785,HMR_2528
1652,HMR_2421,HMR_2599
1653,HMR_2633,HMR_2708
1654,HMR_2633,HMR_3572
1655,HMR_2326,HMR_3626
1656,HMR_1457,IPDDIx
1657,HMR_1457,GRTTx
1658,HMR_0425,HMR_2633
1659,HMR_2528,HMR_2599
1660,HMR_3629,HMR_2633
1661,HMR_0393,HMR_2330
1662,HMR_2328,HMR_3632
1663,HMR_2633,HMR_3679
1664,HMR_3638,HMR_2324
1665,HMR_2785,HMR_2324
1666,HMR_2730,HMR_2387
1667,HMR_0357,HMR_2324
1668,HMR_2428,RE3162R
1669,C181CPT1,RE3241R
1670,HMR_3576,HMR_2324
1671,HMR_2917,HMR_2633
1672,HMR_2330,HMR_3660
1673,RE3164R,HMR_2428
1674,HMR_2528,RE3174R
1675,HMR_2602,HMR_3646
1676,HMR_2428,HMR_2882
1677,HMR_2528,RE3173R
1678,HMR_3676,HMR_2633
1679,HMR_2428,HMR_2599
1680,HMR_2528,RE3175R
1681,r0780,HMR_1470
1682,HMR_2328,HMR_0381
1683,HMR_2493,RE3120R
1684,HMR_3635,HMR_2324
1685,HMR_2493,RE3119R
1686,HMR_2866,HMR_2493
1687,HMR_2326,HMR_3677
1688,HMR_2330,HMR_3575
1689,HMR_10037,HMR_2324
1690,HMR_0188,HMR_2330
1691,HMR_2330,HMR_2822
1692,HMR_2620,HMR_2859
1693,HMR_3664,HMR_2326
1694,HMR_2794,HMR_2326
1695,HMR_2917,HMR_2326
1696,HMR_2899,HMR_2326
1697,HMR_3558,HMR_2326
1698,HMR_3662,HMR_2326
1699,HMR_3671,HMR_2326
1700,RE3234R,HMR_2326
1701,HMR_2326,RE3236R
1702,HMR_2834,HMR_2326
1703,HMR_3643,HMR_2326
1704,HMR_2326,HMR_2830
1705,HMR_3542,HMR_2326
1706,HMR_3563,HMR_2326
1707,HMR_3579,HMR_2326
1708,HMR_2326,HMR_3591
1709,HMR_3562,HMR_2326
1710,HMR_3541,HMR_2326
1711,HMR_3566,HMR_2326
1712,HMR_2326,HMR_3572
1713,HMR_2326,HMR_3539
1714,HMR_2856,HMR_2326
1715,HMR_2326,HMR_2790
