,Reaction 1,Reaction 2,fba_simulation
130,HMR_2602,HMR_2681,2.0359220115642405
131,HMR_2681,HMR_2324,2.0359220115642405
132,HMR_2862,HMR_2163,2.0359220115642405
133,HMR_2862,HMR_2168,2.0359220115642405
134,r1315,HMR_2862,2.0359220115642405
135,HMR_2162,HMR_2862,2.0359220115642405
136,r1253,HMR_2163,2.0359220115642405
137,HMR_2328,HMR_2862,2.0359220115642405
138,HMR_2167,HMR_2862,2.0359220115642405
139,HMR_2328,HMR_2681,2.0359220115642405
140,r1253,HMR_2160,2.0359220115642405
141,r1253,HMR_2180,2.0359220115642405
142,r1253,HMR_2156,2.0359220115642405
143,HMR_2862,HMR_2158,2.0359220115642405
144,HMR_2330,HMR_2862,2.0359220115642405
145,r1253,HMR_2159,2.0359220115642405
146,r1253,HMR_2173,2.0359220115642405
147,r1253,HMR_2165,2.0359220115642405
148,r1253,r1316,2.0359220115642405
149,HMR_2175,HMR_2862,2.0359220115642405
150,HMR_2862,r1314,2.0359220115642405
151,HMR_2171,HMR_2862,2.0359220115642405
152,HMR_2169,HMR_2862,2.0359220115642405
153,HMR_2166,HMR_2862,2.0359220115642405
154,HMR_2173,HMR_2862,2.0359220115642405
155,r1253,HMR_2170,2.0359220115623886
156,HMR_2681,HMR_2326,2.0359220115623886
157,r1317,HMR_2862,2.0359220115637777
158,HMR_2159,HMR_2982,2.0359220115637777
159,HMR_4526,HMR_8767,2.0359220115637777
160,r1253,HMR_2150,2.0359220115637777
161,HMR_2862,HMR_2478,2.0359220115637777
162,HMR_2286,HMR_2640,2.0359220115637777
163,r1253,HMR_2176,2.0359220115637773
164,HMR_2176,HMR_2862,2.0359220115637777
165,HMR_2982,HMR_2156,2.0359220115637777
166,HMR_2157,HMR_2982,2.0359220115637777
167,HMR_2862,HMR_2156,2.0359220115637777
168,r1316,HMR_2862,2.0359220115637777
169,FAOXC2051843m,HMR_2472,2.0359220115637777
170,HMR_2716,HMR_2472,2.0359220115637777
171,HMR_2391,HMR_2472,2.0359220115637777
172,r1253,HMR_2181,2.0359220115637777
173,HMR_2387,HMR_2472,2.0359220115637777
174,HMR_2602,HMR_0192,2.035922011564253
175,HMR_2633,HMR_0192,2.035922011564253
176,HMR_2328,HMR_0192,2.035922011564253
177,HMR_2324,HMR_0192,2.035922011564253
178,HMR_0192,HMR_3184,2.0359220115637773
179,r1253,HMR_2152,2.0359220115641246
180,HMR_2330,HMR_0192,2.0359220115641246
181,HMR_2383,HMR_2472,2.0359220115641246
182,r1253,HMR_2167,2.0359220115641246
183,HMR_0614,HMR_0589,2.0359220115641246
184,HMR_2620,HMR_0192,2.0359220115641246
185,HMR_3185,HMR_0192,2.0359220115641246
186,HMR_2602,HMR_2657,2.0359220115623886
187,HMR_2324,HMR_2657,2.0359220115623886
188,HMR_2657,HMR_2599,2.0359220115623886
189,RE3243R,HMR_2657,2.0359220115623886
190,RE3229R,HMR_2657,2.0359220115623886
191,RE3227R,HMR_2657,2.0359220115623886
192,HMR_2982,HMR_2153,2.0359220115623886
193,RE3228R,HMR_2657,2.0359220115623886
194,HMR_2174,HMR_2862,2.0359220115623886
195,HMR_2657,RE3224R,2.0359220115623886
196,HMR_2620,HMR_2657,2.0359220115623886
197,HMR_2328,HMR_2657,2.0359220115623886
198,RE3241R,HMR_2657,2.0359220115623886
199,HMR_2633,HMR_2657,2.0359220115623886
200,RE3244R,HMR_2657,2.0359220115623886
201,HMR_2326,HMR_2657,2.0359220115623886
202,HMR_2785,HMR_2657,2.0359220115623886
203,RE3242R,HMR_2657,2.0359220115623886
204,HMR_2330,HMR_2657,2.0359220115637773
205,HMR_2605,HMR_0192,2.0359220115637773
206,HMR_2160,HMR_2862,2.0359220115637773
207,r1253,r1317,2.0359220115637773
208,HMR_2620,HMR_2862,2.0359220115637773
209,HMR_3030,HMR_2389,2.035922011562389
210,HMR_2730,HMR_2389,2.035922011562389
211,HMR_2389,HMR_2870,2.035922011562389
212,HMR_2809,HMR_2657,2.035922011562389
213,RE3147R,HMR_2389,2.035922011562389
214,HMR_3229,C161CPT22,2.03592201156424
215,HMR_3118,FAOXC180,2.035922011563482
216,HMR_2602,HMR_3625,2.035922011563763
217,HMR_2620,HMR_3625,2.035922011563763
218,HMR_2620,HMR_3659,2.035922011563763
219,HMR_2882,HMR_2423,2.035922011564008
220,HMR_2491,RE3121R,2.0359220115625334
221,HMR_2602,HMR_3645,2.0359220115625334
222,HMR_1467,r0780,2.035922011561485
223,r0780,HMR_1473,2.035922011561485
224,C161CPT22,HMR_3228,2.0359220115637777
225,HMR_1470,r0781,2.0359220115642405
226,HMR_2742,HMR_2423,2.0359220115642405
227,HMR_2602,HMR_3649,2.0359220115637777
228,RE3110R,HMR_2482,2.0359220115641246
229,RE3113R,HMR_2475,2.0359220115641246
230,HMR_2599,HMR_2482,2.0359220115641246
231,HMR_3649,HMR_2326,2.0359220115642405
232,HMR_2324,HMR_3640,2.0359220115716465
233,HMR_2324,HMR_2824,2.0359220115716465
234,HMR_0259,HMR_2324,2.0359220115716465
235,HMR_10038,HMR_2324,2.0359220115716465
236,HMR_0377,HMR_2324,2.0359220115716465
237,HMR_3581,HMR_2324,2.0359220115642405
238,RE3113R,HMR_2482,2.0359220115642405
239,HMR_3632,HMR_2324,2.0359220115642405
240,HMR_2324,HMR_3551,2.0359220115648924
241,HMR_2899,HMR_2324,2.0359220115648924
242,HMR_3664,HMR_2324,2.0359220115648924
243,HMR_3661,HMR_2324,2.0359220115648924
244,HMR_3662,HMR_2324,2.0359220115648924
245,HMR_2324,HMR_3674,2.0359220115648924
246,HMR_2324,HMR_2930,2.0359220115648924
247,HMR_2923,HMR_2324,2.0359220115648924
248,HMR_2324,HMR_2796,2.0359220115648924
249,HMR_2794,HMR_2324,2.0359220115648924
250,HMR_2324,HMR_2903,2.0359220115648924
251,HMR_2806,HMR_2324,2.0359220115648924
252,HMR_2874,HMR_2324,2.0359220115648924
253,HMR_2324,HMR_3547,2.035922011526976
254,HMR_2324,HMR_0213,2.035922011573499
255,HMR_2792,HMR_2324,2.035922011573499
256,HMR_3649,HMR_2620,2.035922011573499
257,HMR_2324,HMR_3578,2.035922011573499
258,HMR_2326,HMR_3659,2.035922011573499
259,HMR_2324,HMR_2882,2.035922011573499
260,HMR_2785,HMR_2493,2.0359220115642405
261,HMR_2785,HMR_2489,2.0359220115642405
262,HMR_2324,HMR_2932,2.03592201156424
263,HMR_3570,HMR_2324,2.03592201156424
264,HMR_2924,HMR_2324,2.0359220115642405
265,HMR_2921,HMR_2324,2.0359220115642405
266,HMR_3548,HMR_2324,2.0359220115642405
267,HMR_2324,HMR_2911,2.0359220115642405
268,HMR_3561,HMR_2324,2.0359220115642405
269,HMR_2816,HMR_2324,2.0359220115642405
270,HMR_2844,HMR_2324,2.0359220115642405
271,HMR_3542,HMR_2324,2.0359220115642405
272,HMR_2908,HMR_2324,2.0359220115642405
273,HMR_3579,HMR_2324,2.0359220115642405
274,HMR_2324,HMR_2929,2.0359220115707792
275,HMR_3565,HMR_2324,2.0359220115707792
276,HMR_2324,HMR_3571,2.0359220115707792
277,HMR_3592,HMR_2324,2.0359220115707792
278,HMR_3569,HMR_2324,2.0359220115707792
279,HMR_3553,HMR_2324,2.0359220115707792
280,HMR_3671,HMR_2324,2.0359220115707792
281,HMR_3584,HMR_2324,2.0359220115707792
282,HMR_2324,HMR_3683,2.0359220115707792
283,HMR_2324,HMR_3596,2.0359220115707792
284,HMR_2324,HMR_3672,2.0359220115707792
285,HMR_3549,HMR_2324,2.0359220115623886
286,HMR_3582,HMR_2324,2.0359220115623886
287,HMR_2834,HMR_2324,2.0359220115637777
288,HMR_3643,HMR_2324,2.0359220115637777
289,HMR_2324,HMR_3594,2.0359220115637777
290,HMR_2832,HMR_2324,2.0359220115637777
291,HMR_2324,HMR_3585,2.0359220115637777
292,HMR_3583,HMR_2324,2.0359220115637777
293,HMR_2324,HMR_2830,2.0359220115637777
294,HMR_2324,HMR_3595,2.0359220115637777
295,HMR_3653,HMR_2324,2.0359220115637777
296,HMR_3560,HMR_2324,2.0359220115637777
297,HMR_2324,HMR_3580,2.0359220115637777
298,HMR_3568,HMR_2324,2.0359220115637777
299,HMR_3567,HMR_2324,2.0359220115637777
300,HMR_3564,HMR_2324,2.0359220115637777
301,HMR_2324,HMR_3543,2.0359220115637777
302,HMR_2324,HMR_3557,2.0359220115637777
303,HMR_3546,HMR_2324,2.0359220115637777
304,HMR_3556,HMR_2324,2.0359220115637777
305,HMR_3563,HMR_2324,2.0359220115637777
306,HMR_2324,HMR_3591,2.0359220115637777
307,HMR_3562,HMR_2324,2.0359220115637777
308,HMR_2324,HMR_3550,2.0359220115637777
309,HMR_3555,HMR_2324,2.0359220115637777
310,HMR_3541,HMR_2324,2.0359220115637777
311,HMR_3566,HMR_2324,2.0359220115637777
312,HMR_2324,HMR_3559,2.0359220115637777
313,HMR_2324,HMR_3572,2.0359220115637777
314,HMR_2324,HMR_3573,2.0359220115637777
315,HMR_3538,HMR_2324,2.0359220115637777
316,HMR_3558,HMR_2324,2.0359220115637777
317,HMR_3544,HMR_2324,2.0359220115637777
318,HMR_2324,HMR_3539,2.0359220115637777
319,HMR_2324,HMR_2814,2.0359220115637777
320,HMR_2872,HMR_2324,2.0359220115637777
321,HMR_2856,HMR_2324,2.0359220115637777
322,HMR_2324,HMR_2822,2.0359220115637777
323,HMR_2848,HMR_2324,2.0359220115637777
324,HMR_2324,HMR_2798,2.0359220115637777
325,HMR_2927,HMR_2324,2.0359220115637777
326,HMR_2846,HMR_2324,2.0359220115637777
327,HMR_2926,HMR_2324,2.0359220115637777
328,HMR_2324,HMR_2842,2.0359220115637777
329,HMR_2838,HMR_2324,2.0359220115637777
330,HMR_2324,HMR_2850,2.0359220115637777
331,HMR_2324,HMR_2812,2.0359220115637777
332,HMR_2917,HMR_2324,2.0359220115637777
333,HMR_2915,HMR_2324,2.0359220115637777
334,HMR_2324,HMR_2920,2.0359220115637777
335,HMR_2918,HMR_2324,2.0359220115637777
336,HMR_2788,HMR_2324,2.0359220115637777
337,HMR_2836,HMR_2324,2.0359220115637777
338,HMR_2800,HMR_2324,2.0359220115637777
339,HMR_2909,HMR_2324,2.0359220115637777
340,HMR_2906,HMR_2324,2.0359220115637777
341,HMR_2324,HMR_2790,2.0359220115637777
342,HMR_2620,HMR_2324,2.0359220115637777
343,HMR_2324,HMR_3642,2.0359220115637777
344,HMR_2324,HMR_3657,2.0359220115637777
345,HMR_2324,HMR_3637,2.0359220115637777
346,HMR_0245,HMR_2324,2.0359220115637777
347,HMR_2491,HMR_2866,2.0359220115637777
348,HMR_2324,HMR_3677,2.0359220115688696
349,HMR_2324,HMR_2742,2.0359220115688696
350,HMR_2324,HMR_0313,2.0359220115642405
351,HMR_2324,HMR_2702,2.0359220115623886
352,HMR_3673,HMR_2324,2.0359220115623886
353,HMR_2866,HMR_2324,2.0359220115623886
354,HMR_0433,HMR_2324,2.0359220115623886
355,HMR_2324,HMR_0275,2.0359220115637777
356,RE3242R,C181CPT1,2.0359220115637777
357,HMR_3627,HMR_2324,2.0359220115637777
358,HMR_3667,HMR_2324,2.0359220115637777
359,HMR_2324,HMR_2708,2.0359220115637777
360,HMR_2324,HMR_0209,2.0359220115637777
361,HMR_2324,HMR_0271,2.0359220115586845
362,HMR_0241,HMR_2324,2.0359220115648924
363,HMR_2324,HMR_3669,2.0359220115648924
364,HMR_2324,HMR_0417,2.0359220115648924
365,HMR_0331,HMR_2324,2.0359220115648924
366,HMR_2324,HMR_0369,2.0359220115648924
367,HMR_2324,HMR_0319,2.0359220115648924
368,HMR_3649,HMR_2324,2.0359220115648924
369,RE3112R,HMR_2475,2.0359220115648924
370,HMR_0305,HMR_2324,2.0359220115648924
371,HMR_2324,HMR_0293,2.0359220115648924
372,HMR_2324,HMR_0283,2.0359220115648924
373,HMR_3656,HMR_2324,2.0359220115648924
374,HMR_2785,C181CPT1,2.0359220115648924
375,HMR_2324,HMR_3575,2.035922011563776
376,HMR_2486,HMR_2785,2.0359220115706056
377,HMR_0289,HMR_2324,2.035922011564472
378,HMR_2326,HMR_3644,2.035922011564472
379,HMR_3629,HMR_2324,2.0359220115809054
380,HMR_2693,HMR_2324,2.0359220115809054
381,HMR_2859,HMR_2324,2.0359220115809054
382,HMR_0736,HMR_0763,2.0359220115902867
383,HMR_3540,HMR_2324,2.0359220115670174
384,HMR_2324,HMR_0323,2.0359220115670174
385,HMR_2324,HMR_0327,2.0359220115670174
386,HMR_2324,HMR_0233,2.0359220115670174
387,HMR_2324,HMR_2648,2.035922011576276
388,HMR_2324,HMR_0255,2.035922011576276
389,HMR_3650,HMR_2324,2.035922011576276
390,HMR_3631,HMR_2324,2.035922011576276
391,HMR_0421,HMR_2324,2.035922011576276
392,HMR_2491,HMR_2785,2.035922011572486
393,HMR_2324,HMR_0385,2.0359220115744128
394,HMR_2623,HMR_2324,2.0359220115642422
395,HMR_2324,HMR_3644,2.0359220115642422
396,HMR_2324,HMR_2687,2.0359220115642422
397,HMR_3652,HMR_2324,2.0359220115637777
398,HMR_3658,HMR_2324,2.0359220115637777
399,HMR_0200,HMR_2324,2.0359220115637777
400,HMR_0401,HMR_2324,2.0359220115637777
401,HMR_3680,HMR_2324,2.0359220115637777
402,FAOXC16C14m,HMR_3122,2.0359220115637777
403,HMR_2295,HMR_2193,2.0359220115642405
404,HMR_2324,HMR_3679,2.0359220115642405
405,HMR_2620,HMR_3644,2.0359220115642405
406,HMR_3667,HMR_2620,2.0359220115642405
407,HMR_2324,HMR_3675,2.0359220115642405
408,HMR_3574,HMR_2324,2.0359220115642405
409,HMR_2324,HMR_0297,2.0359220115642405
410,HMR_2324,HMR_3625,2.0359220115642405
411,HMR_2324,HMR_2651,2.0359220115642405
412,HMR_2324,HMR_3655,2.0359220115642405
413,HMR_0309,HMR_2324,2.0359220115642405
414,HMR_3651,HMR_2324,2.0359220115642405
415,HMR_2324,HMR_0204,2.0359220115642405
416,HMR_3680,HMR_2326,2.0359220115642405
417,HMR_2602,HMR_3657,2.0359220115642405
418,HMR_3663,HMR_2324,2.035922011562071
419,HMR_3593,HMR_2324,2.035922011562071
420,HMR_1467,SQLEr,2.0359220115630117
421,HMR_2491,HMR_2599,2.03592201156424
422,HMR_2614,HMR_2324,2.0359220115637777
423,HMR_1454,IPDDIx,2.0359220115637777
424,HMR_2324,HMR_3659,2.0359220115637777
425,HMR_2602,HMR_3670,2.0359220115642405
426,HMR_3670,HMR_2620,2.0359220115637777
427,HMR_3670,HMR_2326,2.0359220115637777
428,HMR_0425,HMR_2324,2.0359220115637777
429,HMR_2324,HMR_3587,2.03592201156424
430,HMR_2602,HMR_3644,2.0359220115642405
431,HMR_2383,HMR_2870,2.035922011563952
432,HMR_0365,HMR_2324,2.035922011563952
433,HMR_2383,HMR_2730,2.035922011563952
434,HMR_3678,HMR_2324,2.035922011563952
435,HMR_3030,HMR_2383,2.0359220115637777
436,HMR_2324,HMR_3665,2.0359220115637777
437,HMR_0429,HMR_2324,2.0359220115637813
438,HMR_2785,HMR_2482,2.0359220115642422
439,HMR_2328,HMR_3664,2.0359220115642422
440,HMR_2800,HMR_2328,2.0359220115642422
441,HMR_2328,HMR_3662,2.0359220115642422
442,HMR_2328,HMR_3674,2.0359220115642422
443,HMR_2328,HMR_2899,2.0359220115642422
444,HMR_2328,HMR_3683,2.0359220115642422
445,HMR_2328,HMR_3643,2.035922011563952
446,HMR_2328,HMR_2830,2.035922011563952
447,HMR_2328,HMR_3557,2.035922011563546
448,HMR_2328,HMR_3546,2.035922011563546
449,HMR_2328,HMR_3556,2.035922011563546
450,HMR_2328,HMR_3542,2.035922011563546
451,HMR_3563,HMR_2328,2.035922011563546
452,HMR_3579,HMR_2328,2.035922011563546
453,HMR_2328,HMR_3591,2.035922011563546
454,HMR_2328,HMR_3562,2.035922011563546
455,HMR_2328,HMR_3550,2.035922011563546
456,HMR_2328,HMR_3541,2.035922011563546
457,HMR_3566,HMR_2328,2.035922011563546
458,HMR_2328,HMR_3572,2.035922011563546
459,HMR_2328,HMR_3539,2.035922011563546
460,HMR_2328,HMR_2836,2.035922011563546
461,HMR_2794,HMR_2328,2.035922011563546
462,HMR_2856,HMR_2328,2.035922011563546
463,HMR_2328,HMR_2790,2.035922011563546
464,HMR_2328,HMR_2620,2.035922011563546
465,HMR_2324,HMR_3666,2.0359220115642422
466,HMR_3680,HMR_2602,2.0359220115642422
467,HMR_3660,HMR_2324,2.0359220115642422
468,HMR_3670,HMR_2324,2.0359220115642422
469,HMR_2324,HMR_0381,2.0359220115642422
470,HMR_2894,HMR_2324,2.0359220115642422
471,HMR_2328,HMR_10037,2.0359220115642422
472,HMR_2690,HMR_2324,2.0359220115642422
473,HMR_2785,HMR_2475,2.0359220115637777
474,HMR_0200,HMR_2328,2.0359220115637777
475,HMR_0345,HMR_2324,2.0359220115637777
476,HMR_0393,HMR_2328,2.0359220115642405
477,HMR_2328,HMR_3657,2.0359220115642405
478,HMR_0437,HMR_2328,2.0359220115642405
479,HMR_2785,HMR_2620,2.0359220115642405
480,HMR_2328,HMR_3675,2.0359220115642405
481,HMR_2328,HMR_3670,2.0359220115642405
482,HMR_2328,HMR_2651,2.0359220115642405
483,HMR_2326,HMR_3657,2.0359220115642405
484,HMR_2328,HMR_3635,2.0359220115642405
485,HMR_2328,HMR_3575,2.0359220115642405
486,HMR_3678,HMR_2328,2.0359220115642405
487,HMR_2328,HMR_3672,2.0359220115642405
488,HMR_2328,HMR_3628,2.0359220115642405
489,HMR_2328,HMR_3576,2.0359220115642405
490,HMR_2328,HMR_3655,2.0359220115642405
491,HMR_2328,HMR_3573,2.0359220115642405
492,HMR_2328,HMR_3679,2.0359220115642405
493,HMR_2328,HMR_3596,2.0359220115642405
494,HMR_2328,HMR_2798,2.0359220115642405
495,HMR_0188,HMR_2328,2.0359220115642405
496,HMR_2328,HMR_2842,2.0359220115642405
497,HMR_2328,HMR_3543,2.0359220115642405
498,HMR_2328,HMR_0255,2.0359220115642405
499,DHCR72r,HMR_1565,2.0359220115642405
500,HMR_2328,HMR_3565,2.03592201156424
501,HMR_2328,HMR_3673,2.03592201156424
502,HMR_2785,HMR_2480,2.03592201156424
503,HMR_2328,HMR_3640,2.03592201156424
504,HMR_2328,HMR_3580,2.03592201156424
505,HMR_2328,HMR_3547,2.03592201156424
506,HMR_2328,HMR_3637,2.03592201156424
507,HMR_2328,HMR_2690,2.03592201156424
508,HMR_2328,HMR_3668,2.03592201156424
509,HMR_2324,HMR_2669,2.03592201156424
510,HMR_2328,HMR_0245,2.03592201156424
511,HMR_3553,HMR_2328,2.03592201156424
512,HMR_3654,HMR_2324,2.03592201156424
513,HMR_2328,HMR_3638,2.03592201156424
514,HMR_2328,HMR_0417,2.03592201156424
515,HMR_2328,HMR_2788,2.03592201156424
516,HMR_2328,HMR_3651,2.0359220115642405
517,HMR_0429,HMR_2328,2.0359220115648924
518,HMR_2328,HMR_0323,2.0359220115642405
519,HMR_2328,HMR_0353,2.0359220115642405
520,HMR_0365,HMR_2328,2.0359220115642405
521,HMR_2921,HMR_2328,2.0359220115642405
522,HMR_2328,HMR_3582,2.0359220115642405
523,HMR_2328,HMR_0319,2.035922011563951
524,HMR_3588,HMR_2328,2.035922011563951
525,HMR_2328,HMR_2733,2.035922011563951
526,HMR_2328,HMR_3585,2.035922011563951
527,HMR_2874,HMR_2328,2.035922011563951
528,HMR_2328,HMR_0331,2.03592201156424
529,HMR_2328,HMR_3558,2.03592201156424
530,HMR_2328,HMR_2932,2.03592201156424
531,HMR_2328,HMR_2796,2.035922011564253
532,HMR_2328,HMR_3645,2.035922011564253
533,HMR_2328,HMR_3577,2.035922011564253
534,HMR_2328,HMR_2909,2.035922011564253
535,HMR_2328,HMR_0385,2.035922011564253
536,HMR_2923,HMR_2328,2.035922011564253
537,HMR_2328,HMR_3586,2.035922011564125
538,HMR_2328,HMR_3660,2.0359220115641246
539,HMR_2328,HMR_3590,2.0359220115641246
540,HMR_2328,HMR_3571,2.0359220115623886
541,HMR_2328,HMR_3646,2.0359220115623886
542,RE3244R,C181CPT1,2.0359220115623886
543,HMR_2328,HMR_3549,2.0359220115623886
544,HMR_2328,HMR_3652,2.0359220115623886
545,HMR_2328,HMR_2669,2.0359220115623886
546,HMR_2328,HMR_3677,2.0359220115623886
547,HMR_2328,HMR_3578,2.0359220115623886
548,HMR_2328,HMR_2930,2.0359220115623886
549,HMR_3548,HMR_2328,2.0359220115623886
550,C181CPT1,HMR_2599,2.0359220115623886
551,HMR_2328,HMR_2705,2.0359220115642405
552,HMR_2328,HMR_2814,2.0359220115642405
553,HMR_2328,HMR_2832,2.0359220115642405
554,HMR_2328,HMR_3654,2.0359220115642405
555,HMR_2328,HMR_3650,2.0359220115637777
556,HMR_2328,HMR_2693,2.0359220115642405
557,HMR_2328,HMR_2699,2.0359220115642405
558,HMR_0425,HMR_2328,2.0359220115642405
559,HMR_2328,HMR_0213,2.0359220115642405
560,HMR_2328,HMR_2648,2.0359220115642405
561,HMR_2328,HMR_2852,2.0359220115642405
562,HMR_2328,HMR_3627,2.0359220115642405
563,HMR_2328,HMR_3551,2.0359220115642405
564,HMR_2328,HMR_0305,2.0359220115642405
565,HMR_2328,HMR_2924,2.0359220115642405
566,HMR_2328,HMR_2850,2.035922011566555
567,HMR_2328,HMR_0369,2.0359220115637773
