,Reaction 1,Reaction 2,fba_simulation
137,HMR_0264,HMR_2295,2.035922011564241
138,HMR_1519,DHCR71r,2.035922011564241
139,HMR_0249,HMR_2295,2.035922011564241
140,HMR_1454,IPDDIx,2.0359220115642405
141,LNS14DM,DHCR71r,2.0359220115642405
142,HMR_1493,DHCR71r,2.0359220115642405
143,HMR_1494,DHCR71r,2.0359220115642405
144,HMR_1470,DHCR71r,2.0359220115642405
145,HMR_1500,DHCR71r,2.0359220115642405
146,DMATTx,HMR_1454,2.0359220115642405
147,HMR_0361,HMR_0192,2.0359220115642405
148,HMR_0377,HMR_0192,2.0359220115642405
149,HMR_0259,HMR_0192,2.0359220115642405
150,HMR_0196,HMR_0192,2.0359220115642405
151,HMR_0357,HMR_0192,2.0359220115642405
152,HMR_0413,HMR_0192,2.0359220115642405
153,HMR_0365,HMR_0192,2.0359220115642405
154,HMR_0425,HMR_0192,2.0359220115642405
155,HMR_0192,HMR_0353,2.03592201156424
156,HMR_0192,HMR_0297,2.03592201156424
157,HMR_0233,HMR_0192,2.03592201156424
158,HMR_0245,HMR_0192,2.03592201156424
159,HMR_0192,HMR_0369,2.03592201156424
160,HMR_0192,HMR_0275,2.03592201156424
161,HMR_0381,HMR_0192,2.03592201156424
162,DESAT18_5,HMR_0192,2.03592201156424
163,HMR_0323,HMR_0192,2.03592201156424
164,HMR_0192,HMR_0319,2.03592201156424
165,HMR_0192,HMR_0209,2.03592201156424
166,HMR_0279,HMR_0192,2.03592201156424
167,HMR_0192,HMR_0283,2.03592201156424
168,HMR_0192,FACOAL1813,2.03592201156424
169,HMR_0421,HMR_0192,2.03592201156424
170,HMR_0188,HMR_0192,2.03592201156424
171,HMR_0192,HMR_0327,2.03592201156424
172,HMR_0779,HMR_0192,2.03592201156424
173,HMR_0192,HMR_0753,2.03592201156424
174,HMR_0746,HMR_0192,2.03592201156424
175,HMR_0758,HMR_0192,2.0359220115630117
176,HMR_1573,HMR_3770,2.0359220115642525
177,HMR_0264,HMR_0192,2.0359220115642405
178,r0783,HMR_1512,2.0359220115642405
179,LSTO1r,HMR_1512,2.0359220115637777
180,HMR_0405,HMR_0192,2.0359220115637777
181,DHCR71r,HMR_1495,2.0359220115637777
182,HMR_3775,HMR_1573,2.035922011557368
183,HMR_0405,HMR_0213,2.0359220115667735
184,HMR_1502,LSTO1r,2.03592201156424
185,HMR_10033,HMR_0192,2.0359220115651624
186,HMR_0192,HMR_0748,2.0359220115642405
187,HMR_1312,HMR_8410,2.0359220115637764
188,HMR_0373,HMR_2295,2.0359220115642405
189,HMR_2295,HMR_0204,2.0359220115642405
190,HMR_0393,HMR_2295,2.0359220115642405
191,HMR_2295,HMR_0297,2.0359220115642405
192,HMR_0341,HMR_2295,2.0359220115642405
193,HMR_2295,HMR_0327,2.0359220115642405
194,HMR_0437,HMR_2295,2.0359220115642405
195,HMR_0309,HMR_2295,2.0359220115642405
196,HMR_2295,HMR_0275,2.0359220115642405
197,HMR_2295,HMR_0323,2.0359220115642405
198,HMR_2295,HMR_0283,2.0359220115642405
199,HMR_0345,HMR_2295,2.0359220115642405
200,HMR_0781,HMR_0192,2.035922011568869
201,HMR_0249,HMR_0192,2.0359220115642405
202,HMR_0361,HMR_0213,2.0359220115642405
203,LSTO1r,HMR_1495,2.0359220115642405
204,r0783,HMR_1495,2.0359220115642405
205,HMR_1490,r0783,2.0359220115642405
206,r0780,HMR_1465,2.0359220115642693
207,r1134,HMR_1465,2.0359220115642693
208,C3STDH1r,HMR_1465,2.0359220115642693
209,r0783,HMR_1465,2.0359220115642693
210,HMR_1465,r1135,2.0359220115642693
211,HMR_1465,LSTO1r,2.0359220115642693
212,HMR_1465,r0781,2.0359220115642693
213,LNSTLSr,HMR_1465,2.0359220115642693
214,r1381,HMR_1465,2.0359220115642693
215,HMR_0192,HMR_0773,2.0359220115642405
216,HMR_1493,r0783,2.0359220115642405
217,r1146,HMR_1465,2.0359220115642405
218,HMR_10033,HMR_0213,2.0359220115642405
219,GRTTx,HMR_1454,2.0359220115642405
220,HMR_0377,HMR_0213,2.0359220115642405
221,HMR_0259,HMR_0213,2.0359220115642405
222,HMR_0753,HMR_0213,2.0359220115623886
223,HMR_0249,HMR_0213,2.0359220115623886
224,HMR_0264,HMR_0213,2.0359220115623886
225,HMR_0217,HMR_0192,2.0359220115642405
226,C3STDH1r,HMR_1467,2.0359220115641246
227,HMR_1467,LNSTLSr,2.0359220115641246
228,HMR_1467,r1134,2.0359220115641246
229,HMR_1467,LSTO1r,2.0359220115641246
230,r1380,HMR_1467,2.0359220115641246
231,HMR_1467,r0783,2.0359220115641246
232,HMR_1467,r1135,2.0359220115641246
233,HMR_1467,r1381,2.0359220115641246
234,HMR_0196,HMR_0213,2.03592201156427
235,HMR_0357,HMR_0213,2.03592201156427
236,HMR_0365,HMR_0213,2.0359220115642405
237,HMR_0283,HMR_0213,2.0359220115642405
238,HMR_0353,HMR_0213,2.0359220115642405
239,HMR_0319,HMR_0213,2.0359220115642405
240,HMR_0413,HMR_0213,2.0359220115642405
241,HMR_0271,HMR_0213,2.0359220115642405
242,HMR_0188,HMR_0213,2.0359220115642405
243,HMR_0421,HMR_0213,2.0359220115642405
244,HMR_0323,HMR_0213,2.0359220115642405
245,HMR_0331,HMR_0213,2.0359220115642405
246,HMR_0389,HMR_0213,2.0359220115642405
247,HMR_0279,HMR_0213,2.0359220115642405
248,HMR_0313,HMR_0213,2.0359220115642693
249,DESAT18_5,HMR_0213,2.0359220115642693
250,HMR_0213,HMR_0209,2.0359220115642693
251,HMR_0233,HMR_0213,2.0359220115642693
252,HMR_0305,HMR_0213,2.0359220115642693
253,FACOAL1813,HMR_0213,2.0359220115642693
254,HMR_0385,HMR_0213,2.0359220115642693
255,HMR_0748,HMR_0213,2.0359220115642693
256,HMR_0758,HMR_0213,2.0359220115642693
257,HMR_0425,HMR_0213,2.0359220115642693
258,HMR_1490,LSTO1r,2.0359220115642693
259,RE3470M,HMR_8410,2.0359220115642693
260,HMR_0781,HMR_0213,2.0359220115642693
261,HMR_0245,HMR_0213,2.0359220115642693
262,HMR_0301,HMR_0213,2.0359220115642693
263,HMR_0293,HMR_0213,2.0359220115642693
264,HMR_0337,HMR_0213,2.0359220115642693
265,HMR_0417,HMR_0213,2.0359220115642693
266,HMR_0779,HMR_0213,2.0359220115642693
267,HMR_1467,r1146,2.0359220115642693
268,HMR_0433,HMR_0213,2.0359220115642693
269,HMR_0309,HMR_0213,2.0359220115642693
270,HMR_0341,HMR_0213,2.0359220115642693
271,HMR_0327,HMR_0213,2.0359220115642693
272,HMR_0345,HMR_0213,2.0359220115642693
273,HMR_0437,HMR_0213,2.0359220115642693
274,HMR_0200,HMR_0213,2.0359220115642693
275,HMR_0204,HMR_0213,2.0359220115642693
276,HMR_0241,HMR_0213,2.0359220115642693
277,HMR_0255,HMR_0213,2.0359220115642693
278,HMR_0275,HMR_0213,2.0359220115642693
279,HMR_0289,HMR_0213,2.0359220115642693
280,HMR_0297,HMR_0213,2.0359220115642693
281,HMR_0369,HMR_0213,2.0359220115642693
282,HMR_0373,HMR_0213,2.0359220115642693
283,HMR_0381,HMR_0213,2.0359220115642693
284,HMR_0393,HMR_0213,2.0359220115642693
285,HMR_0429,HMR_0213,2.0359220115642693
286,HMR_0773,HMR_0213,2.0359220115642693
287,r1380,HMR_1465,2.0359220115642693
288,HMR_0279,HMR_2295,2.0359220115642693
289,HMR_2295,HMR_0293,2.0359220115642693
290,HMR_2295,HMR_0301,2.0359220115642693
291,HMR_0305,HMR_2295,2.0359220115642693
292,HMR_2295,HMR_0319,2.0359220115642693
293,HMR_0331,HMR_2295,2.0359220115642693
294,HMR_2295,HMR_0381,2.0359220115642693
295,HMR_1467,r0781,2.0359220115642693
296,HMR_0746,HMR_0213,2.0359220115642693
297,HMR_2295,FACOAL1813,2.0359220115642693
298,HMR_0289,HMR_2295,2.0359220115642693
299,HMR_0200,HMR_2295,2.0359220115642693
300,HMR_2295,HMR_0337,2.0359220115642693
301,HMR_8410,HMR_1020,2.0359220115642693
302,HMR_8410,HMR_1292,2.0359220115642693
303,HMR_1467,r0780,2.0359220115642693
304,HMR_0204,HMR_0192,2.0359220115642693
305,HMR_0385,HMR_0192,2.0359220115642693
306,HMR_0200,HMR_0192,2.0359220115642693
307,HMR_0345,HMR_0192,2.0359220115642693
308,HMR_0271,HMR_0192,2.0359220115642693
309,HMR_0373,HMR_0192,2.0359220115642693
310,HMR_0393,HMR_0192,2.0359220115642693
311,HMR_0437,HMR_0192,2.0359220115642693
312,HMR_0192,HMR_0337,2.0359220115642693
313,HMR_0305,HMR_0192,2.0359220115642693
314,HMR_0192,HMR_0293,2.0359220115642693
315,LNS14DM,LSTO1r,2.0359220115642693
316,LNS14DM,r0783,2.0359220115642693
317,r0783,HMR_1526,2.0359220115642693
318,HMR_1519,LSTO1r,2.0359220115642693
319,HMR_1519,r0783,2.0359220115642693
320,HMR_1503,r0783,2.0359220115642693
321,HMR_1503,LSTO1r,2.0359220115642693
322,LSTO1r,HMR_1509,2.0359220115642693
323,HMR_1473,r1146,2.0359220115345993
324,r1380,HMR_1473,2.0359220115637777
325,r0783,HMR_1516,2.0359220115642405
326,HMR_1473,r1134,2.0359220115642405
327,LSTO1r,HMR_1526,2.0359220115642405
328,r0780,HMR_1473,2.0359220115642405
329,HMR_1470,r0781,2.0359220115642405
330,r0783,HMR_1484,2.0359220115642405
331,HMR_0192,HMR_0313,2.0359220115642405
332,HMR_0301,HMR_0192,2.0359220115642405
333,HMR_0389,HMR_0192,2.0359220115642405
334,HMR_0309,HMR_0192,2.0359220115642405
335,HMR_0331,HMR_0192,2.0359220115642405
336,HMR_0241,HMR_0192,2.0359220115642405
337,HMR_0341,HMR_0192,2.0359220115642405
338,HMR_0289,HMR_0192,2.0359220115642405
339,HMR_0192,HMR_0255,2.0359220115642405
340,HMR_0433,HMR_0192,2.0359220115642405
341,HMR_0192,HMR_0417,2.0359220115642405
342,HMR_0429,HMR_0192,2.0359220115642405
343,HMR_1465,SQLEr,2.035922011564472
344,LSTO1r,HMR_1494,2.035922011564472
345,HMR_1505,LSTO1r,2.035922011564472
346,HMR_1505,r0783,2.035922011564472
347,r0783,HMR_1494,2.035922011564472
348,HMR_1473,r1135,2.0359220115651664
349,HMR_1484,LSTO1r,2.0359220115651664
350,HMR_1470,r1134,2.0359220115651664
351,r0783,HMR_1504,2.0359220115651664
352,LSTO1r,HMR_1504,2.0359220115651664
353,HMR_0421,HMR_2295,2.0359220115651664
354,HMR_2295,HMR_0389,2.0359220115651664
355,HMR_2295,HMR_0255,2.0359220115651664
356,HMR_0241,HMR_2295,2.0359220115651664
357,HMR_2295,HMR_0369,2.0359220115651664
358,DESAT18_5,HMR_2295,2.0359220115651664
359,HMR_0361,HMR_8410,2.0359220115651664
360,r0783,HMR_1509,2.0359220115651664
361,HMR_1473,r0781,2.0359220115651664
362,HMR_1473,r0783,2.0359220115637777
363,C3STDH1r,HMR_1473,2.0359220115642405
364,HMR_1473,LSTO1r,2.0359220115642405
365,r1381,HMR_1473,2.0359220115642405
366,HMR_1467,SQLEr,2.035922011563734
367,LSTO1r,HMR_1500,2.0359220115637804
368,r0783,HMR_1500,2.0359220115637804
369,HMR_8410,HMR_1293,2.0359220115642405
370,HMR_1470,r1146,2.0359220115642405
371,HMR_1470,r0783,2.0359220115642405
372,HMR_1470,LSTO1r,2.0359220115642405
373,r1381,HMR_1470,2.0359220115642405
374,C3STDH1r,HMR_1470,2.0359220115642405
375,HMR_1330,HMR_8410,2.0359220115637777
376,HMR_1294,HMR_8410,2.0359220115637777
377,HMR_1995,HMR_8410,2.0359220115637777
378,HMR_8410,HMR_1018,2.0359220115637777
379,HMR_0217,HMR_0213,2.0359220115637777
380,HMR_8410,RE3470C,2.0359220115637777
381,HMR_2544,HMR_8410,2.0359220115637777
382,HMR_1470,r1135,2.0359220115637777
383,LSTO1r,HMR_1516,2.0359220115637777
384,r0780,HMR_1470,2.0359220115637777
385,r1380,HMR_1470,2.0359220115637777
386,HMR_8547,HMR_8410,2.0359220115642405
387,HMR_2549,HMR_8410,2.0359220115642405
388,HMR_8410,HMR_0963,2.0359220115642405
389,HMR_8410,HMR_1249,2.0359220115642405
390,HMR_8410,HMR_2991,2.0359220115642405
391,HMR_1033,HMR_8410,2.0359220115642405
392,HMR_8560,HMR_8410,2.0359220115642405
393,HMR_8410,HMR_1296,2.0359220115642405
394,HMR_1100,HMR_8410,2.0359220115642405
395,HMR_4730,HMR_8410,2.0359220115642405
396,HMR_1255,HMR_8410,2.0359220115642405
397,HMR_8410,HMR_1289,2.0359220115642405
398,HMR_8410,HMR_1291,2.0359220115642405
399,HMR_1049,HMR_8410,2.0359220115642405
400,HMR_8410,HMR_1287,2.0359220115642405
401,HMR_8410,PMEVKx,2.0359220115642405
402,HMR_7930,HMR_8410,2.0359220115642405
403,HMR_8410,HMR_1037,2.0359220115642405
404,HMR_8410,HMR_1258,2.0359220115642405
405,HMR_1332,HMR_8410,2.0359220115642405
406,HMR_1272,HMR_8410,2.0359220115642405
407,HMR_8410,RE3526M,2.0359220115642405
408,HMR_8410,HMR_7970,2.0359220115642405
409,HMR_0217,HMR_2295,2.0359220115642405
410,HMR_8410,HMR_1271,2.0359220115642405
411,HMR_8410,HMR_1301,2.0359220115642405
412,HMR_8410,HMR_1273,2.0359220115642405
413,HMR_8410,HMR_1274,2.0359220115642405
414,HMR_8410,HMR_8554,2.0359220115642405
415,HMR_8410,HMR_1299,2.0359220115642405
416,HMR_8410,HMR_1373,2.0359220115642405
417,HMR_1303,HMR_8410,2.0359220115642405
418,HMR_8410,HMR_1261,2.0359220115642405
419,HMR_8410,HMR_8545,2.0359220115642405
420,HMR_1193,HMR_8410,2.0359220115642405
421,HMR_8410,HMR_1297,2.0359220115642405
422,HMR_8410,HMR_0958,2.0359220115642405
423,HMR_8410,HMR_1063,2.0359220115642405
424,HMR_1288,HMR_8410,2.0359220115642405
425,HMR_1281,HMR_8410,2.0359220115642405
426,HMR_8410,HMR_7971,2.0359220115642405
427,HMR_8410,RE3476M,2.0359220115642405
428,HMR_8410,HMR_1074,2.0359220115642405
429,HMR_8410,HMR_1374,2.0359220115642405
430,HMR_8410,HMR_1394,2.0359220115642405
431,HMR_1981,HMR_8410,2.0359220115642405
432,HMR_8410,HMR_1389,2.0359220115642405
433,MEVK1x,HMR_8410,2.0359220115642405
434,HMR_8410,HMR_1111,2.0359220115642405
435,HMR_0987,HMR_8410,2.0359220115642405
436,HMR_8410,HMR_7935,2.0359220115642405
437,HMR_8410,HMR_2458,2.0359220115642405
438,HMR_8410,HMR_2457,2.0359220115642405
439,HMR_8410,HMR_1344,2.0359220115642405
440,HMR_8410,HMR_1988,2.0359220115642405
441,HMR_1092,HMR_8410,2.0359220115642405
442,HMR_8410,HMR_1298,2.0359220115642405
443,HMR_8410,HMR_2560,2.0359220115642405
444,HMR_8410,HMR_6647,2.0359220115642405
445,HMR_1034,HMR_8410,2.0359220115642405
446,HMR_1304,HMR_8410,2.0359220115642405
447,HMR_8410,HMR_1275,2.0359220115642405
448,HMR_1048,HMR_8410,2.0359220115642405
449,DPMVDx,HMR_8410,2.0359220115642405
450,HMR_8410,HMR_1343,2.0359220115642405
451,HMR_1133,HMR_8410,2.0359220115642405
452,HMR_8410,HMR_1277,2.0359220115642405
453,HMR_8410,HMR_7801,2.0359220115642405
454,HMR_8410,HMR_6606,2.0359220115642405
455,HMR_8410,HMR_1149,2.0359220115642405
456,HMR_8410,HMR_1067,2.0359220115642405
457,HMR_8410,HMR_0997,2.0359220115642405
458,HMR_8410,HMR_1347,2.0359220115642405
459,HMR_8410,HMR_1021,2.0359220115642405
460,HMR_8410,HMR_0955,2.0359220115642405
461,HMR_1109,HMR_8410,2.0359220115642405
462,HMR_1116,HMR_8410,2.0359220115642405
463,HMR_1197,HMR_8410,2.0359220115642405
464,HMR_1107,HMR_8410,2.0359220115642405
465,HMR_8410,HMR_1341,2.0359220115642405
466,HMR_1157,HMR_8410,2.0359220115642405
467,HMR_8410,HMR_1099,2.0359220115642405
468,HMR_8410,HMR_1195,2.0359220115642405
469,HMR_1338,HMR_8410,2.0359220115642405
470,HMR_8410,HMR_1251,2.0359220115642405
471,HMR_8410,HMR_1101,2.0359220115642405
472,HMR_8410,HMR_2552,2.0359220115642405
473,HMR_8410,HMR_1127,2.0359220115642405
474,HMR_8410,HMR_2465,2.0359220115642405
475,HMR_1147,HMR_8410,2.0359220115642405
476,HMR_8410,HMR_0995,2.0359220115642405
477,HMR_1192,HMR_8410,2.0359220115642405
478,HMR_8410,HMR_2567,2.0359220115642405
479,HMR_8410,HMR_1130,2.0359220115642405
480,HMR_8410,HMR_1098,2.0359220115642405
481,HMR_8410,HMR_2466,2.0359220115642405
482,HMR_8410,HMR_0998,2.0359220115642405
483,HMR_2557,HMR_8410,2.0359220115642405
484,HMR_1088,HMR_8410,2.0359220115642405
485,HMR_8410,HMR_1043,2.0359220115642405
486,HMR_8410,HMR_1959,2.0359220115642405
487,HMR_1150,HMR_8410,2.0359220115642405
488,HMR_1154,HMR_8410,2.0359220115642405
489,HMR_1384,HMR_8410,2.0359220115642405
490,HMR_8410,HMR_1295,2.0359220115642405
491,HMR_8410,HMR_1070,2.0359220115642405
492,HMR_8410,HMR_1970,2.0359220115642405
493,HMR_0996,HMR_8410,2.0359220115642405
494,HMR_8410,HMR_1151,2.0359220115642405
495,HMR_6680,HMR_8410,2.0359220115642405
496,HMR_1276,HMR_8410,2.0359220115642405
497,HMR_8410,RE3514C,2.0359220115642405
498,HMR_2551,HMR_8410,2.0359220115642405
499,HMR_8410,HMR_0753,2.0359220115637777
500,HMR_1091,HMR_8410,2.0359220115637777
501,HMR_1229,HMR_8410,2.0359220115637777
502,HMR_8410,HMR_1256,2.0359220115637777
503,HMR_2578,HMR_8410,2.0359220115637777
504,HMR_8410,HMR_8709,2.0359220115637777
505,HMR_8410,HMR_2558,2.0359220115637777
506,HMR_8410,HMR_1247,2.0359220115637777
507,HMR_1308,HMR_8410,2.0359220115637777
508,HMR_1262,HMR_8410,2.0359220115637777
509,HMR_0951,HMR_8410,2.0359220115637777
510,HMR_8410,HMR_1253,2.0359220115637777
511,HMR_1103,HMR_8410,2.0359220115637777
512,HMR_8410,HMR_1254,2.0359220115637777
513,HMR_1282,HMR_8410,2.0359220115637777
514,HMR_8410,HMR_1139,2.0359220115637777
515,HMR_8410,HMR_1290,2.0359220115637777
516,HMR_0405,HMR_8410,2.0359220115637777
517,HMR_1119,HMR_8410,2.0359220115637777
518,HMR_8410,HMR_1198,2.0359220115637777
519,HMR_8410,HMR_1148,2.0359220115637777
520,HMR_1115,HMR_8410,2.0359220115637777
521,HMR_1199,HMR_8410,2.0359220115637777
522,HMR_7928,HMR_8410,2.0359220115637777
523,HMR_2571,HMR_8410,2.0359220115637777
524,HMR_8410,HMR_1190,2.0359220115637777
525,HMR_8410,HMR_1259,2.0359220115637777
526,HMR_8410,HMR_2570,2.0359220115637777
527,HMR_1379,HMR_8410,2.0359220115637777
528,HMR_8410,HMR_2561,2.0359220115637777
529,HMR_8410,HMR_1279,2.0359220115637777
530,HMR_8410,HMR_8698,2.0359220115637777
531,HMR_8410,HMR_1367,2.0359220115637777
532,HMR_1345,HMR_8410,2.0359220115637777
533,RE3446X,HMR_8410,2.0359220115637777
534,HMR_8410,HMR_0992,2.0359220115637777
535,HMR_1123,HMR_8410,2.0359220115637777
536,HMR_8410,HMR_1393,2.0359220115637777
537,HMR_8410,HMR_8556,2.0359220115637777
538,HMR_8410,HMR_1395,2.0359220115637777
539,HMR_0960,HMR_8410,2.0359220115637777
540,HMR_8410,HMR_8549,2.0359220115637777
541,HMR_8410,HMR_1121,2.0359220115637777
542,HMR_8410,HMR_1153,2.0359220115637777
543,HMR_8410,HMR_1200,2.0359220115637777
544,HMR_8410,HMR_1097,2.0359220115637777
545,HMR_0993,HMR_8410,2.0359220115637777
546,HMR_8410,HMR_1270,2.0359220115637777
547,HMR_8410,HMR_1315,2.0359220115637777
548,HMR_2562,HMR_8410,2.0359220115637777
549,HMR_8410,HMR_1336,2.0359220115637777
550,HMR_8555,HMR_8410,2.0359220115637777
551,HMR_1300,HMR_8410,2.0359220115637777
552,HMR_1339,HMR_8410,2.0359220115637777
553,HMR_1278,HMR_8410,2.0359220115637777
554,HMR_0969,HMR_8410,2.0359220115637777
555,HMR_2559,HMR_8410,2.0359220115637777
556,HMR_8410,HMR_1319,2.0359220115637777
557,HMR_8410,HMR_0935,2.0359220115637777
558,HMR_1002,HMR_8410,2.0359220115637777
559,HMR_8410,HMR_1333,2.0359220115637777
560,HMR_2586,HMR_8410,2.0359220115637777
561,HMR_8410,HMR_1022,2.0359220115637777
562,HMR_1337,HMR_8410,2.0359220115637777
563,HMR_8410,HMR_0999,2.0359220115637777
564,HMR_8410,HMR_1388,2.0359220115637777
