,Reaction 1,Reaction2
877,HMR_2284,HMR_3232
878,HMR_2475,RE3110R
879,HMR_2602,HMR_5139
880,HMR_3627,HMR_2602
881,HMR_2475,RE3112R
882,HMR_2633,HMR_2911
883,HMR_2397,HMR_2524
884,HMR_0589,HMR_8440
885,HMR_2633,HMR_2687
886,HMR_5134,HMR_2602
887,C181CPT1,HMR_0365
888,HMR_2982,HMR_2159
889,HMR_10036,HMR_5134
890,HMR_2602,HMR_5131
891,HMR_3650,HMR_2602
892,HMR_2862,HMR_2159
893,HMR_2417,RE3165R
894,HMR_2371,FAEL183
895,HMR_1457,GRTTx
896,HMR_3875,HMR_0636
897,r1253,HMR_2159
898,HMR_2395,HMR_2524
899,HMR_2395,HMR_2522
900,HMR_4032,HMR_4194
901,HMR_2493,RE3121R
902,HMR_0245,C181CPT1
903,HMR_2311,HMR_2785
904,HMR_2834,HMR_2602
905,HMR_3641,HMR_2602
906,HMR_3595,HMR_2602
907,HMR_1467,r0780
908,HMR_2319,RE3230R
909,HMR_2633,HMR_3544
910,HMR_0413,C181CPT1
911,HMR_3628,HMR_2602
912,HMR_2785,HMR_2321
913,HMR_2155,r1253
914,r0780,HMR_1470
915,HMR_10036,HMR_3547
916,HMR_10036,HMR_2882
917,HMR_2163,r1253
918,HMR_10036,HMR_2611
919,HMR_2982,HMR_2155
920,HMR_2181,r1253
921,HMR_2862,HMR_2633
922,HMR_2862,HMR_2155
923,HMR_2862,HMR_2181
924,RE3232R,HMR_2321
925,r1253,HMR_2169
926,RE3231R,HMR_2321
927,HMR_2633,HMR_3648
928,HMR_2522,HMR_2397
929,HMR_2599,HMR_2321
930,RE3225R,HMR_2321
931,HMR_2862,HMR_2602
932,RE3235R,HMR_2328
933,HMR_3572,HMR_2633
934,HMR_2163,HMR_2982
935,RE3230R,HMR_2321
936,HMR_3659,HMR_2602
937,HMR_2742,HMR_2428
938,HMR_2785,HMR_2428
939,HMR_2882,HMR_2428
940,HMR_2599,HMR_2428
941,HMR_2428,RE3164R
942,HMR_10038,HMR_10036
943,RE3161R,HMR_2428
944,HMR_2633,HMR_5134
945,HMR_2428,RE3163R
946,HMR_2319,RE3231R
947,HMR_2926,HMR_2602
948,HMR_2862,HMR_2163
949,C181CPT1,HMR_0200
950,RE3162R,HMR_2428
951,HMR_10036,HMR_2911
952,HMR_2785,HMR_2328
953,FAOXC180,HMR_3115
954,HMR_2633,HMR_3663
955,HMR_3545,HMR_2602
956,HMR_3649,HMR_2602
957,HMR_2168,r1253
958,HMR_2792,HMR_2602
959,HMR_2168,HMR_2982
960,HMR_2862,HMR_2168
961,HMR_2174,r1253
962,HMR_2633,HMR_2814
963,HMR_2475,RE3113R
964,HMR_2328,RE3236R
965,HMR_10036,HMR_3663
966,HMR_10036,HMR_5133
967,HMR_2633,HMR_5133
968,RE3227R,HMR_2307
969,HMR_2491,HMR_2866
970,HMR_2491,RE3119R
971,HMR_2599,HMR_2491
972,HMR_2491,RE3122R
973,HMR_2491,RE3120R
974,HMR_2633,HMR_2611
975,HMR_2785,HMR_2491
976,HMR_2491,RE3121R
977,HMR_2633,HMR_3556
978,HMR_3639,HMR_10036
979,HMR_3672,HMR_10036
980,ELAIDCPT1,FACOAL1813
981,HMR_2515,RE3169R
982,HMR_2174,HMR_2862
983,HMR_3670,HMR_10036
984,HMR_2482,RE3112R
985,HMR_4808,HMR_4418
986,HMR_2982,HMR_2153
987,r1253,HMR_2153
988,HMR_2862,HMR_2153
989,HMR_2862,r1316
990,HMR_0636,HMR_8238
991,HMR_2633,HMR_3627
992,HMR_2602,HMR_5133
993,HMR_2633,HMR_3637
994,r1316,r1253
995,HMR_2816,HMR_2602
996,r1316,HMR_2982
997,HMR_2164,HMR_2982
998,HMR_4156,HMR_7672
999,r1315,r1253
1000,RE3229R,HMR_2305
1001,HMR_2165,r1253
1002,HMR_2982,r1315
1003,HMR_2862,r1315
1004,HMR_2862,HMR_2164
1005,HMR_2165,HMR_2982
1006,HMR_2181,HMR_2982
1007,HMR_10036,HMR_3589
1008,HMR_2164,r1253
1009,HMR_2862,HMR_2165
1010,HMR_3629,HMR_2602
1011,HMR_2633,HMR_5143
1012,HMR_2982,HMR_2176
1013,HMR_2475,RE3106R
1014,HMR_3554,HMR_2602
1015,HMR_2842,HMR_2602
1016,HMR_2176,r1253
1017,C181CPT1,HMR_0301
1018,RE3229R,HMR_2307
1019,HMR_3588,HMR_10036
1020,HMR_2633,HMR_3557
1021,HMR_3645,HMR_10036
1022,HMR_2516,RE3171R
1023,HMR_2602,HMR_3582
1024,HMR_4810,HMR_4418
1025,HMR_2742,HMR_2602
1026,RE3162R,HMR_2426
1027,HMR_2599,HMR_2426
1028,HMR_2426,RE3163R
1029,HMR_2156,HMR_2862
1030,HMR_2174,HMR_2982
1031,RE3161R,HMR_2426
1032,HMR_2602,HMR_2924
1033,C181CPT1,HMR_0275
1034,HMR_2862,HMR_2150
1035,HMR_2150,r1253
1036,HMR_0249,HMR_2862
1037,HMR_2785,HMR_2426
1038,HMR_0249,HMR_2982
1039,HMR_2862,HMR_2176
1040,HMR_2426,RE3164R
1041,C181CPT1,HMR_0377
1042,HMR_3567,HMR_2633
1043,HMR_2150,HMR_2982
1044,HMR_2423,RE3164R
1045,HMR_3661,HMR_2602
1046,HMR_10036,HMR_3630
1047,RE3229R,HMR_2309
1048,RE3171R,HMR_2518
1049,HMR_2156,r1253
1050,HMR_2518,RE3169R
1051,HMR_2785,HMR_2518
1052,HMR_2742,HMR_2426
1053,HMR_2599,HMR_2518
1054,HMR_10036,HMR_3551
1055,RE3170R,HMR_2518
1056,HMR_10036,HMR_3673
1057,HMR_0249,r1253
1058,HMR_2599,HMR_2328
1059,HMR_2862,HMR_2167
1060,HMR_2633,HMR_5145
1061,DESAT18_5,HMR_2190
1062,HMR_10036,HMR_5145
1063,HMR_2602,HMR_5145
1064,HMR_2862,HMR_2152
1065,HMR_2687,HMR_2602
1066,HMR_2862,HMR_2171
1067,HMR_2160,HMR_2982
1068,HMR_2156,HMR_2982
1069,HMR_1473,DHCR71r
1070,HMR_2171,r1253
1071,HMR_2602,HMR_5136
1072,HMR_2167,HMR_2982
1073,HMR_2920,HMR_2602
1074,HMR_4526,HMR_8767
1075,HMR_2152,r1253
1076,HMR_2982,HMR_2171
1077,RE3172R,HMR_2518
1078,HMR_2862,HMR_2160
1079,HMR_3645,HMR_2602
1080,HMR_2160,r1253
1081,HMR_3596,HMR_2602
1082,HMR_2193,DESAT18_5
1083,HMR_2180,r1253
1084,HMR_2520,RE3169R
1085,HMR_2324,HMR_2785
1086,RE3170R,HMR_2520
1087,HMR_2167,r1253
1088,RE3172R,HMR_2520
1089,HMR_2324,RE3235R
1090,HMR_2324,RE3236R
1091,HMR_5147,HMR_2602
1092,HMR_2324,RE3226R
1093,HMR_2599,HMR_2324
1094,HMR_5147,HMR_10036
1095,HMR_5147,HMR_2633
1096,HMR_2324,RE3234R
1097,HMR_2785,HMR_2520
1098,RE3171R,HMR_2520
1099,HMR_2862,HMR_2180
1100,r1313,r1253
1101,HMR_2599,HMR_2520
1102,HMR_2982,HMR_2180
1103,HMR_2862,r1314
1104,HMR_2982,r1314
1105,HMR_5146,HMR_2602
1106,HMR_2982,r1313
1107,HMR_2152,HMR_2982
1108,HMR_2862,r1313
1109,HMR_2633,HMR_5132
1110,HMR_3591,HMR_2633
1111,HMR_10036,HMR_3664
1112,r1314,r1253
1113,HMR_5132,HMR_2602
1114,HMR_10036,HMR_2733
1115,HMR_10036,HMR_5132
1116,HMR_2179,HMR_2982
1117,HMR_2862,HMR_2179
1118,HMR_2179,r1253
1119,HMR_3969,HMR_4343
